
78310. Place: Zamość, Year: 1748  
15398. Place: Kraków, Year: 1896  
62007. Place: -, Year: -  
20734. Place: -, Year: 1754  
77176. Place: Wrocław, Year: 1874  
199778. Place: Kraków, Year: 1525  
12622. Place: Wilno, Year: 1833  
215144. Place: Kraków, Year: 1800  
188017. Place: -, Year: -  
173032. Place: Wilno, Year: 1580  
164305. Place: Norymberga, Year: 1675  
113352. Place: -, Year: -  
19936. Place: Racibórz, Year: 1894  
110632. Place: -, Year: -  
61454. Place: Warszawa, Year: 1878  
202828. Place: -, Year: -  
117917. Place: -, Year: -  
184523. Place: Kraków, Year: -  
154618. Place: Franequerae, Year: 1652  
84805. Place: Cieszyn, Year: 1876  
107090. Place: Poznań, Year: 1887  
144253. Place: -, Year: -  
182402. Place: Warszawa, Year: 1631  
57866. Place: -, Year: -  
4021. Place: -, Year: -  
124589. Place: Wilno, Year: 1755  
60498. Place: Kraków, Year: 1498  
38470. Place: -, Year: -  
94575. Place: -, Year: -  
167513. Place: -, Year: -  
137596. Place: -, Year: -  
84940. Place: Warszawa, Year: 1861  
166140. Place: Helmstad, Year: 1735  
71342. Place: -, Year: -  
27689. Place: -, Year: -  
104623. Place: Lwówek Śląski, Year: 1827  
43448. Place: Kamienna Góra, Year: 1845  
111453. Place: -, Year: -  
63293. Place: -, Year: -  
36515. Place: Berlin, Year: 1810  
57778. Place: Kraków, Year: 1754  
129266. Place: -, Year: -  
68530. Place: -, Year: -  
181034. Place: -, Year: -  
12466. Place: -, Year: -  
150421. Place: Paryż, Year: 1764  
212332. Place: Kraków, Year: 1756  
68760. Place: Kraków, Year: 1891  
148470. Place: Moguncja, Year: 1726  
81713. Place: -, Year: -  
170101. Place: Toruń, Year: 1636
73063. Place: -, Year: -
183613. Place: Kraków, Year: 1551
213022. Place: -, Year: -
118399. Place: Kraków, Year: 1667
38790. Place: Królewiec, Year: -
111769. Place: -, Year: -
209602. Place: -, Year: -
166222. Place: -, Year: -
152559. Place: -, Year: 1758
108797. Place: Kraków, Year: 1699
109024. Place: -, Year: -
108539. Place: Warszawa, Year: 1755
56063. Place: -, Year: -
128643. Place: -, Year: 1763
95488. Place: -, Year: -
84183. Place: -, Year: -
195337. Place: -, Year: -
42335. Place: Opole, Year: 1900
147067. Place: -, Year: 1789
49200. Place: -, Year: 1684
4244. Place: -, Year: -
111599. Place: Bazylea, Year: 1593
185637. Place: -, Year: -
60817. Place: Kraków, Year: 1675
118955. Place: Kraków, Year: -
12661. Place: -, Year: -
184946. Place: -, Year: -
45831. Place: Mikołów, Year: 1897
83551. Place: Kraków, Year: 1891
123949. Place: -, Year: 1798
52140. Place: -, Year: -
28737. Place: -, Year: -
126464. Place: Lipsk, Year: 1709
49415. Place: Paryż, Year: 1628
140038. Place: -, Year: -
8914. Place: Warszawa, Year: 1898
105711. Place: -, Year: -
185994. Place: -, Year: -
48036. Place: Złoczów, Year: 1899
10994. Place: Kraków, Year: 1898
113037. Place: -, Year: -
24935. Place: Kraków, Year: 1892
203311. Place: -, Year: -
66598. Place: -, Year: -
91966. Place: -, Year: -
91991. Place: -, Year: -
194712. Place: Lwów, Year: 1737
132168. Place: -, Year: -
34903. Place: Warszawa, Year: 1888
97471. Place: -, Year: -
99235. Place: -, Year: -
179267. Place: Warszawa, Year: 1779
88396. Place: -, Year: 1700
8117. Place: -, Year: -
61862. Place: Warszawa, Year: 1890
61103. Place: -, Year: -
99252. Place: -, Year: -
62149. Place: Warszawa, Year: 1875
170023. Place: Warszawa, Year: 1783
215120. Place: Kraków, Year: 1800
212225. Place: -, Year: 1633
1361. Place: Zerbst, Year: 1689
68849. Place: -, Year: -
79150. Place: Opawa, Year: 1868
36546. Place: -, Year: -
209174. Place: -, Year: -
32029. Place: -, Year: -
214655. Place: -, Year: -
50102. Place: Rzym, Year: 1746
101029. Place: Wrocław, Year: 1892
58583. Place: -, Year: -
170098. Place: Gdańsk, Year: 1637
12819. Place: -, Year: -
83149. Place: Marburg, Year: 1885
198207. Place: Sandomierz, Year: 1726
45753. Place: -, Year: -
23059. Place: Pelplin, Year: 1876
129076. Place: Kraków, Year: 1539
83255. Place: Paryż, Year: 1855
113515. Place: Lwów, Year: 1872
31330. Place: -, Year: -
187493. Place: Kraków, Year: 1743
74399. Place: Królewiec, Year: 1636
176545. Place: Poznań, Year: -
131154. Place: -, Year: -
133748. Place: -, Year: -
180453. Place: Tulczyn, Year: 1789
68811. Place: -, Year: -
133405. Place: -, Year: -
87472. Place: Warszawa, Year: 1874
57565. Place: -, Year: -
123822. Place: -, Year: -
4822. Place: Ełk, Year: 1897
76540. Place: -, Year: -
4741. Place: -, Year: 1843
58698. Place: -, Year: 1498
76941. Place: Chełmno, Year: 1845
57517. Place: Wilno, Year: -
100874. Place: -, Year: -
220447. Place: -, Year: -
77897. Place: -, Year: -
77527. Place: Kraków, Year: 1900
44380. Place: Warszawa, Year: 1791
55298. Place: -, Year: -
183034. Place: -, Year: -
176091. Place: Kolonia, Year: 1579
95241. Place: -, Year: -
44359. Place: Warszawa, Year: 1791
132375. Place: -, Year: -
95746. Place: -, Year: 1889
212326. Place: -, Year: -
116174. Place: Wiedeń, Year: 1787
142017. Place: -, Year: -
167015. Place: -, Year: -
218205. Place: Gdańsk, Year: 1719
47074. Place: Honfleur, Year: 1831
169669. Place: -, Year: -
41547. Place: -, Year: 1881
199044. Place: -, Year: -
3633. Place: Lipsk, Year: 1817
119912. Place: -, Year: -
45870. Place: Warszawa, Year: 1894
88930. Place: -, Year: -
59950. Place: Warszawa, Year: 1897
73959. Place: Kraków, Year: 1885
91416. Place: -, Year: -
184931. Place: -, Year: -
176538. Place: -, Year: -
28340. Place: -, Year: -
144558. Place: -, Year: -
67481. Place: -, Year: -
45442. Place: Barczewo, Year: 1896
109066. Place: -, Year: -
114862. Place: -, Year: -
102284. Place: Gniezno, Year: 1888
79887. Place: Lwów, Year: 1848
100485. Place: -, Year: -
161963. Place: -, Year: 1626
208892. Place: Toruń, Year: 1713
70238. Place: Kraków, Year: 1880
148909. Place: Londyn, Year: 1553
17373. Place: Kraków, Year: 1900
43773. Place: Warszawa, Year: 1879
22044. Place: Leipzig, Year: 1879
19493. Place: -, Year: -
147118. Place: -, Year: -
148606. Place: Lignitz, Year: 1616
182648. Place: -, Year: -
18126. Place: Paryż, Year: 1841
105390. Place: Berlin, Year: 1810
137737. Place: -, Year: -
5215. Place: -, Year: -
12211. Place: -, Year: -
220210. Place: -, Year: -
45574. Place: Wilno, Year: 1773
156638. Place: -, Year: -
201832. Place: -, Year: -
52248. Place: -, Year: -
24119. Place: -, Year: -
71758. Place: Poznań, Year: 1901
4462. Place: Lwów, Year: 1849
209295. Place: -, Year: -
79219. Place: Stanisławów, Year: 1837
75688. Place: -, Year: -
152828. Place: -, Year: -
20536. Place: Warszawa, Year: -
28960. Place: -, Year: -
186976. Place: Frankfurt, Year: 1592
17716. Place: Wilno, Year: 1693
117729. Place: Kraków, Year: 1729
5635. Place: Poznań, Year: 1888
23124. Place: Warszawa, Year: 1896
199758. Place: -, Year: -
61185. Place: -, Year: -
218954. Place: -, Year: -
26769. Place: Lipsk, Year: 1868
127204. Place: -, Year: -
45307. Place: Warszawa, Year: 1754
163128. Place: Kraków, Year: 1663
83633. Place: Lwów, Year: 1887
210589. Place: -, Year: 1788
200934. Place: Toruń, Year: 1713
77748. Place: -, Year: 1751
30051. Place: -, Year: -
18610. Place: Gdańsk, Year: 1652
215943. Place: -, Year: 1677
169666. Place: Rzym, Year: 1648
68003. Place: -, Year: -
205152. Place: -, Year: -
76007. Place: -, Year: -
163738. Place: -, Year: -
52522. Place: -, Year: -
213346. Place: -, Year: -
4185. Place: -, Year: -
72850. Place: Kraków, Year: 1895
49331. Place: -, Year: -
208979. Place: -, Year: -
221410. Place: -, Year: -
47173. Place: Brzeg, Year: 1775
180318. Place: -, Year: 1790  
124961. Place: Kraków, Year: 1561  
30788. Place: -, Year: -  
155179. Place: Kolonia, Year: 1596  
117774. Place: Kraków, Year: 1641  
148343. Place: -, Year: -  
219616. Place: -, Year: -  
173736. Place: -, Year: 1750  
55538. Place: -, Year: -  
29418. Place: -, Year: -  
154602. Place: Kraków, Year: 1635  
81225. Place: Paryż, Year: 1861  
163285. Place: -, Year: -  
154562. Place: -, Year: 1783  
26319. Place: Warszawa, Year: 1873  
41726. Place: Warszawa, Year: 1871  
144356. Place: Wilno, Year: 1750  
163159. Place: Królewiec, Year: 1639  
29115. Place: -, Year: -  
141246. Place: -, Year: -  
159530. Place: Wilno, Year: 1659  
3071. Place: -, Year: -  
112303. Place: Rzym, Year: 1699  
51525. Place: Norymberga, Year: 1831  
24020. Place: -, Year: -  
1115. Place: Suwałki, Year: 1840  
67060. Place: -, Year: -  
132548. Place: -, Year: 1756  
5676. Place: -, Year: 1876  
46306. Place: Brody, Year: 1882  
66769. Place: Brzeg, Year: -  
207331. Place: -, Year: 1784  
38778. Place: Wiedeń, Year: 1826  
85497. Place: Kraków, Year: 1887  
74182. Place: Warszawa, Year: 1887  
132462. Place: -, Year: -  
220241. Place: -, Year: -  
119695. Place: Frankfurt, Year: 1785  
62236. Place: Wilno, Year: 1836  
213477. Place: -, Year: -  
106690. Place: Wiesbaden, Year: 1896  
196825. Place: Kraków, Year: 1649  
116. Place: -, Year: 1796  
199395. Place: -, Year: -  
85538. Place: -, Year: -  
114509. Place: -, Year: -  
26832. Place: Gdańsk, Year: 1900  
132074. Place: -, Year: -  
79016. Place: Bruksela, Year: 1874  
42862. Place: Piotrków, Year: 1889
59426. Place: -, Year: -
34572. Place: Warszawa, Year: 1874
46777. Place: -, Year: -
131537. Place: Kraków, Year: 1639
41546. Place: -, Year: -
77111. Place: Stargard Szczeciński, Year: 1889
61367. Place: -, Year: 1793
189091. Place: Kraków, Year: 1549
8819. Place: Kijów, Year: 1899
170024. Place: Warszawa, Year: 1785
62689. Place: Warszawa, Year: 1838
101931. Place: Warszawa, Year: 1884
25185. Place: Warszawa, Year: 1893
21954. Place: -, Year: -
59896. Place: -, Year: -
154512. Place: Kraków, Year: 1707
116. Place: Poznań, Year: 1878
11242. Place: Warszawa, Year: 1890
11188. Place: Warszawa, Year: 1897
15175. Place: Chicago, Year: 1891
54445. Place: -, Year: -
22425. Place: -, Year: -
105983. Place: Warszawa, Year: 1828
159576. Place: Warszawa, Year: -
92823. Place: Warszawa, Year: 1823
199730. Place: -, Year: -
41006. Place: Kraków, Year: 1894
169927. Place: -, Year: -
109084. Place: Lwów, Year: 1756
169400. Place: -, Year: -
90406. Place: Rzym, Year: 1525
31253. Place: -, Year: -
69274. Place: Warszawa, Year: 1874
59088. Place: Warszawa, Year: 1890
32707. Place: -, Year: -
151142. Place: -, Year: -
188322. Place: -, Year: -
89905. Place: Warszawa, Year: 1811
66602. Place: -, Year: -
173019. Place: -, Year: -
131965. Place: Warszawa, Year: 1788
74323. Place: Warszawa, Year: 1874
76973. Place: Gniezno, Year: 1885
189447. Place: Zamość, Year: 1663
23439. Place: -, Year: -
161599. Place: Kalisz, Year: 1715
150748. Place: -, Year: 1747
59055. Place: -, Year: -
190055. Place: Kraków, Year: 1777
82623. Place: Kraków, Year: 1842
114610. Place: Warszawa, Year: 1789
131485. Place: -, Year: -
215527. Place: -, Year: -
51240. Place: Warszawa, Year: 1876
33843. Place: Gdańsk, Year: 1861
9348. Place: -, Year: -
175960. Place: -, Year: -
124318. Place: Lwów, Year: 1638
42368. Place: -, Year: -
63514. Place: Toruń, Year: 1880
211096. Place: -, Year: 1736
104925. Place: Królewiec, Year: 1887
47617. Place: -, Year: -
111842. Place: Lublin, Year: 1767
2053. Place: Toruń, Year: 1607
960. Place: Paris, Year: -
209821. Place: -, Year: -
91197. Place: Augspurg, Year: 1701
108916. Place: -, Year: -
209259. Place: -, Year: -
5524. Place: Warszawa, Year: 1900
18284. Place: -, Year: -
15882. Place: Kraków, Year: 1897
18047. Place: -, Year: -
84967. Place: Kraków, Year: 1851
117530. Place: Poznań, Year: 1577
79048. Place: -, Year: -
11298. Place: Warszawa, Year: 1866
106742. Place: -, Year: -
158934. Place: -, Year: -
84747. Place: Warszawa, Year: 1869
118. Place: Fürth, Year: 1880
160207. Place: Wilno, Year: -
161059. Place: Kalisz, Year: 1640
48326. Place: -, Year: -
191655. Place: -, Year: -
111142. Place: Warszawa, Year: 1892
1033. Place: Petersburg, Year: 1899
114820. Place: -, Year: -
16405. Place: Poznań, Year: 1870
11168. Place: Stanisławów, Year: 1888
83517. Place: -, Year: -
175794. Place: -, Year: -
51316. Place: -, Year: -
13464. Place: Krynica, Year: 1881
79471. Place: -, Year: -
160488. Place: Gdańsk, Year: 1637
204834. Place: -, Year: -
97594. Place: Berlin, Year: 1900
189487. Place: -, Year: -
38200. Place: Lwów, Year: 1883  
163546. Place: Warszawa, Year: 1675  
139867. Place: -, Year: -  
168188. Place: -, Year: 1765  
133387. Place: Berdyczów, Year: 1776  
110732. Place: -, Year: -  
49113. Place: Warszawa, Year: 1882  
48277. Place: -, Year: 1797  
196722. Place: Warszawa, Year: 1773  
91944. Place: Kraków, Year: 1893  
38704. Place: -, Year: -  
148856. Place: -, Year: -  
24078. Place: Paryż, Year: -  
192429. Place: -, Year: 1570  
110648. Place: Warszawa, Year: 1694  
98750. Place: -, Year: -  
166882. Place: -, Year: 1789  
82227. Place: Złoczów, Year: 1895  
78251. Place: Cherbourg, Year: 1872  
64350. Place: -, Year: -  
171269. Place: Gdańsk, Year: 1676  
51632. Place: -, Year: -  
43674. Place: Stuttgart, Year: 1836  
153736. Place: Kraków, Year: 1546  
36388. Place: -, Year: 1849  
9945. Place: Gdańsk, Year: 1848  
86626. Place: Warszawa, Year: 1837  
43596. Place: -, Year: -  
145731. Place: -, Year: -  
213881. Place: -, Year: -  
88388. Place: Warszawa, Year: 1897  
6527. Place: S. Pietierburg, Year: 1891  
127279. Place: -, Year: -  
42437. Place: Praga, Year: 1851  
173142. Place: Praga, Year: 1596  
1648. Place: Warszawa, Year: 1697  
52439. Place: -, Year: -  
57739. Place: -, Year: -  
152910. Place: -, Year: -  
73650. Place: -, Year: -  
63937. Place: Paryż, Year: 1870  
66301. Place: Wrocław, Year: 1803  
116029. Place: Toruń, Year: 1688  
2433. Place: Gdańsk, Year: 1676  
92450. Place: -, Year: -  
85109. Place: -, Year: -  
76239. Place: Lublin, Year: 1733  
183581. Place: -, Year: -  
111072. Place: -, Year: 1775
222197. Place: -, Year: -
799. Place: -, Year: -
117920. Place: Kraków, Year: 1752
28631. Place: -, Year: -
24909. Place: Berlin, Year: 1898
90323. Place: -, Year: -
63174. Place: -, Year: -
81388. Place: Warszawa, Year: 1889
59034. Place: Antwerpia, Year: 1571
68959. Place: Kraków, Year: 1880
217809. Place: -, Year: -
220127. Place: -, Year: 1766
174250. Place: Kraków, Year: 1765
49876. Place: Kraków, Year: 1617
151949. Place: Genewa, Year: 1767
103587. Place: Lwów, Year: 1899
70065. Place: -, Year: -
91508. Place: Kraków, Year: 1543
137911. Place: Warszawa, Year: -
188110. Place: -, Year: 1605
210540. Place: -, Year: 1794
68465. Place: -, Year: -
79165. Place: Wilno, Year: 1746
209909. Place: -, Year: -
149319. Place: Lesna, Year: 1639
10866. Place: Kraków, Year: 1890
197034. Place: -, Year: -
28523. Place: -, Year: -
113473. Place: -, Year: -
66639. Place: -, Year: -
174921. Place: -, Year: -
188586. Place: Chełmno, Year: 1778
174923. Place: Gdańsk, Year: -
150549. Place: -, Year: 1735
3104. Place: -, Year: -
215646. Place: Frankfurt, Year: 1615
15282. Place: Warszawa, Year: 1889
182102. Place: Wilno, Year: 1762
84630. Place: Warszawa, Year: 1869
58821. Place: Paryż, Year: 1877
39442. Place: -, Year: 1842
74834. Place: Frankfurt, Year: 1734
221105. Place: -, Year: -
2835. Place: -, Year: 1796
61929. Place: -, Year: -
88229. Place: Poznań, Year: -
147322. Place: -, Year: 1697
49531. Place: -, Year: -
203887. Place: -, Year: -
2738. Place: -, Year: 1784
48554. Place: -, Year: -
137632. Place: Wilno, Year: 1791
7716. Place: Zamość, Year: 1619
200072. Place: Antwerp, Year: 1646
191927. Place: -, Year: -
210761. Place: -, Year: -
20183. Place: Poznań, Year: 1862
214853. Place: -, Year: -
29985. Place: -, Year: -
133134. Place: -, Year: -
50836. Place: Rudolstadt, Year: 1890
126263. Place: -, Year: -
24384. Place: -, Year: -
10388. Place: -, Year: -
26866. Place: -, Year: -
176650. Place: -, Year: -
99960. Place: -, Year: -
48221. Place: Warszawa, Berlin, Year: 1889
195063. Place: Gdańsk, Year: 1758
113849. Place: Kraków, Year: 1684
39543. Place: -, Year: -
144926. Place: Przemyśl, Year: 1761
18528. Place: -, Year: -
193287. Place: Leszno, Year: 1649
109787. Place: -, Year: -
48827. Place: Csepreg, Year: 1635
47542. Place: -, Year: -
60655. Place: -, Year: -
90300. Place: Altdorf, Year: 1666
87818. Place: Lwów, Year: 1877
79121. Place: -, Year: -
174307. Place: -, Year: -
72232. Place: -, Year: -
9130. Place: Warszawa, Year: 1891
33. Place: -, Year: -
47285. Place: Paryż, Year: 1844
72769. Place: -, Year: -
130739. Place: Rzym, Year: 1675
150072. Place: Warszawa, Year: 1768
148672. Place: -, Year: -
109453. Place: -, Year: -
17238. Place: -, Year: -
180639. Place: -, Year: 1791
20013. Place: Wilno, Year: -
154530. Place: -, Year: -
109410. Place: -, Year: -
85033. Place: Warszawa, Year: -
176025. Place: Warszawa, Year: 1783
34716. Place: Warszawa, Year: 1823
148863. Place: -, Year: 1783
56444. Place: -, Year: -
119905. Place: Stralsund, Year: 1630
199279. Place: -, Year: 1754
75299. Place: -, Year: -
172949. Place: Warszawa, Year: 1724
11582. Place: -, Year: -
158645. Place: -, Year: -
206375. Place: Sztokholm, Year: 1656
107098. Place: Poznań, Year: 1878
109938. Place: Poznań, Year: 1896
16234. Place: -, Year: -
119831. Place: -, Year: 1769
15413. Place: -, Year: -
30688. Place: -, Year: -
198607. Place: -, Year: -
130986. Place: -, Year: -
191690. Place: Wilno, Year: 1727
204411. Place: -, Year: -
170587. Place: -, Year: 1740
123947. Place: -, Year: -
55294. Place: -, Year: -
126806. Place: Kalisz, Year: 1730
206153. Place: Kraków, Year: 1679
176856. Place: Wilno, Year: 1644
17132. Place: -, Year: -
133731. Place: Gdańsk, Year: 1625
57629. Place: -, Year: -
171146. Place: -, Year: -
167703. Place: Wilno, Year: 1753
21938. Place: Kraków, Year: 1872
129397. Place: -, Year: 1733
48243. Place: Poznań, Year: 1844
127382. Place: Leszno, Year: -
105139. Place: -, Year: 1812
96831. Place: Jena, Year: 1879
99967. Place: Kraków, Year: 1875
13169. Place: Paryż, Year: 1867
15183. Place: Kraków, Year: 1894
78806. Place: -, Year: -
11006. Place: -, Year: -
19841. Place: Warszawa, Year: 1826
62061. Place: Wilno, Year: 1640
79911. Place: -, Year: -
90802. Place: -, Year: -
16806. Place: Paryż, Year: -
128265. Place: Gdańsk, Year: 1682
33339. Place: Warszawa, Year: 1824
100747. Place: Paryż, Year: 1867
204080. Place: -, Year: -
124505. Place: -, Year: -
111381. Place: Paryż, Year: 1766
186289. Place: -, Year: 1660
110431. Place: Chicago, Year: 1896
186756. Place: -, Year: -
71682. Place: Wrocław, Year: 1871
167577. Place: Kraków, Year: 1759
1962. Place: Królewiec, Year: 1649
63690. Place: -, Year: -
75169. Place: -, Year: -
62031. Place: Warszawa, Year: -
